date,team,pts,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,ortg,drtg,pace,ts,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate
2023-03-26,Los Angeles Lakers,114.4,40.07,85.67,0.47,11.4,31.8,0.36,22.87,29.13,0.79,10.87,35.67,46.53,24.67,6.67,4.33,14.53,17.33,114.77,110.98,99.8,0.58,61.67,6.71,7.58,0.54,12.84,24.85,0.27
2023-03-26,Los Angeles Lakers,113.87,39.93,85.3,0.47,11.3,32.0,0.36,22.7,28.93,0.79,10.8,35.07,45.87,24.47,6.57,4.37,14.6,17.27,114.64,111.61,99.46,0.58,61.39,6.63,7.64,0.54,12.95,24.67,0.27
2023-03-29,Los Angeles Lakers,113.33,39.8,84.93,0.47,11.2,32.2,0.35,22.53,28.73,0.79,10.73,34.47,45.2,24.27,6.47,4.4,14.67,17.2,114.5,112.24,99.11,0.58,61.12,6.55,7.69,0.54,13.07,24.49,0.27
2023-03-29,Los Angeles Lakers,113.67,39.9,84.57,0.47,11.23,31.73,0.36,22.63,28.8,0.79,10.6,34.23,44.83,24.17,6.5,4.37,14.83,17.1,114.91,112.38,99.04,0.59,60.77,6.59,7.57,0.54,13.23,24.55,0.27
2023-03-31,Los Angeles Lakers,114.0,40.0,84.2,0.48,11.27,31.27,0.36,22.73,28.87,0.79,10.47,34.0,44.47,24.07,6.53,4.33,15.0,17.0,115.32,112.53,98.97,0.59,60.41,6.63,7.45,0.54,13.39,24.61,0.27
2023-03-31,Los Angeles Lakers,114.47,40.23,84.33,0.48,11.13,30.87,0.36,22.87,29.1,0.79,10.5,33.87,44.37,24.27,6.7,4.17,14.67,16.93,115.94,112.38,98.81,0.59,60.56,6.8,7.34,0.55,13.12,24.81,0.28
2023-04-02,Los Angeles Lakers,114.93,40.47,84.47,0.48,11.0,30.47,0.36,23.0,29.33,0.78,10.53,33.73,44.27,24.47,6.87,4.0,14.33,16.87,116.55,112.23,98.65,0.59,60.7,6.97,7.23,0.55,12.86,25.01,0.28
2023-04-02,Los Angeles Lakers,115.3,40.93,84.9,0.48,10.77,30.3,0.36,22.67,28.97,0.78,10.57,34.03,44.6,24.93,6.73,4.0,14.1,16.53,116.95,111.98,98.63,0.59,61.08,6.84,7.1,0.55,12.65,25.11,0.27
2023-04-04,Los Angeles Lakers,115.67,41.4,85.33,0.49,10.53,30.13,0.35,22.33,28.6,0.78,10.6,34.33,44.93,25.4,6.6,4.0,13.87,16.2,117.34,111.73,98.61,0.59,61.45,6.71,6.97,0.55,12.43,25.22,0.27
2023-04-04,Los Angeles Lakers,116.77,41.8,85.63,0.49,10.6,30.23,0.35,22.57,28.97,0.78,10.6,34.43,45.03,25.53,6.53,4.17,13.77,16.27,117.97,112.03,98.66,0.6,61.2,6.62,7.26,0.55,12.31,25.24,0.27
2023-04-05,Los Angeles Lakers,117.87,42.2,85.93,0.49,10.67,30.33,0.35,22.8,29.33,0.78,10.6,34.53,45.13,25.67,6.47,4.33,13.67,16.33,118.61,112.33,98.71,0.6,60.95,6.53,7.55,0.56,12.19,25.25,0.27
2023-04-05,Los Angeles Lakers,118.03,42.3,85.73,0.49,10.7,30.2,0.36,22.73,29.4,0.77,10.6,34.47,45.07,25.6,6.5,4.33,13.83,16.33,118.77,112.98,98.71,0.6,60.65,6.56,7.51,0.56,12.34,25.29,0.27
2023-04-07,Los Angeles Lakers,118.2,42.4,85.53,0.5,10.73,30.07,0.36,22.67,29.47,0.77,10.6,34.4,45.0,25.53,6.53,4.33,14.0,16.33,118.93,113.63,98.72,0.6,60.35,6.59,7.47,0.56,12.49,25.33,0.27
2023-04-07,Los Angeles Lakers,118.5,42.53,85.6,0.5,11.1,30.33,0.37,22.33,29.07,0.77,10.7,34.2,44.9,25.47,6.6,4.47,14.03,16.13,119.33,113.86,98.61,0.6,60.0,6.66,7.64,0.56,12.53,25.58,0.27
2023-04-09,Los Angeles Lakers,118.8,42.67,85.67,0.5,11.47,30.6,0.38,22.0,28.67,0.76,10.8,34.0,44.8,25.4,6.67,4.6,14.07,15.93,119.73,114.09,98.5,0.61,59.66,6.73,7.81,0.57,12.57,25.83,0.26
2023-04-09,Los Angeles Lakers,119.0,42.73,86.23,0.5,11.63,31.1,0.38,21.9,28.73,0.76,10.97,34.3,45.27,25.4,6.53,4.57,13.73,15.9,119.71,114.06,98.68,0.6,59.57,6.59,7.75,0.56,12.24,26.0,0.26
2023-10-24,Los Angeles Lakers,119.2,42.8,86.8,0.49,11.8,31.6,0.37,21.8,28.8,0.75,11.13,34.6,45.73,25.4,6.4,4.53,13.4,15.87,119.69,114.03,98.87,0.6,59.49,6.45,7.69,0.56,11.91,26.17,0.26
2023-10-26,Los Angeles Lakers,119.17,42.73,86.83,0.49,11.73,31.37,0.37,21.97,28.9,0.75,11.23,34.73,45.97,25.37,6.37,4.6,13.43,15.9,119.56,114.17,98.95,0.6,59.5,6.41,7.79,0.56,11.93,26.36,0.26
2023-10-29,Los Angeles Lakers,118.9,42.5,86.67,0.49,11.5,31.13,0.37,22.4,29.3,0.76,11.17,34.97,46.13,25.37,6.63,4.77,13.6,16.1,118.97,113.28,99.24,0.6,59.86,6.65,8.13,0.56,12.07,26.17,0.26
2023-10-30,Los Angeles Lakers,119.03,42.6,87.2,0.49,11.4,31.33,0.36,22.43,29.5,0.76,10.93,35.23,46.17,25.47,6.5,4.83,13.4,16.3,118.45,113.41,99.47,0.6,59.95,6.5,8.24,0.55,11.85,25.49,0.26
2023-11-01,Los Angeles Lakers,118.47,42.67,87.1,0.49,11.07,30.93,0.36,22.07,29.17,0.75,10.53,35.23,45.77,25.6,6.47,5.1,13.33,16.33,117.84,113.21,99.5,0.59,60.18,6.46,8.68,0.55,11.84,24.56,0.26
2023-11-04,Los Angeles Lakers,119.13,43.07,87.1,0.5,11.07,30.53,0.36,21.93,29.13,0.75,10.47,35.8,46.27,25.83,6.57,5.3,13.47,16.57,118.09,113.17,99.51,0.6,60.15,6.53,8.97,0.56,11.94,24.46,0.26
2023-11-06,Los Angeles Lakers,118.83,43.17,86.9,0.5,10.97,30.07,0.36,21.53,28.6,0.75,10.43,35.97,46.4,25.7,6.53,5.53,13.7,16.7,117.75,113.34,99.54,0.6,59.62,6.49,9.3,0.56,12.17,24.46,0.25
2023-11-08,Los Angeles Lakers,118.73,43.2,86.8,0.5,11.07,30.27,0.36,21.27,28.03,0.76,10.17,36.1,46.27,25.87,6.47,5.6,13.87,16.67,117.45,113.04,99.71,0.6,59.95,6.41,9.4,0.56,12.35,23.84,0.25
2023-11-10,Los Angeles Lakers,118.2,42.97,86.83,0.5,11.13,30.43,0.37,21.13,27.8,0.76,9.9,36.1,46.0,25.77,6.43,5.7,13.77,16.67,116.73,113.43,99.86,0.6,60.02,6.36,9.51,0.56,12.27,23.13,0.25
2023-11-12,Los Angeles Lakers,118.57,43.17,87.03,0.5,11.1,30.27,0.37,21.13,27.87,0.76,9.9,35.8,45.7,25.83,6.67,5.63,13.63,16.7,117.08,113.88,99.88,0.6,59.85,6.6,9.45,0.56,12.14,23.06,0.25
2023-11-14,Los Angeles Lakers,118.73,43.33,87.23,0.5,10.8,29.83,0.36,21.27,28.03,0.76,9.83,35.5,45.33,25.9,6.87,5.47,13.43,16.43,117.13,113.94,99.98,0.6,59.74,6.8,9.23,0.56,11.94,22.9,0.25
2023-11-15,Los Angeles Lakers,119.13,43.6,87.6,0.5,11.27,30.43,0.37,20.67,27.3,0.76,10.0,35.93,45.93,26.0,6.77,5.73,13.57,16.2,117.49,113.77,100.01,0.6,59.56,6.7,9.75,0.56,12.04,23.49,0.24
2023-11-17,Los Angeles Lakers,118.73,43.7,88.03,0.5,11.37,30.83,0.36,19.97,26.4,0.76,10.07,36.1,46.17,25.93,6.93,5.87,13.83,16.1,116.84,113.97,100.25,0.6,59.23,6.84,10.02,0.56,12.23,23.54,0.23
2023-11-19,Los Angeles Lakers,118.43,43.63,87.7,0.5,11.37,30.67,0.36,19.8,26.2,0.76,9.9,35.97,45.87,26.17,7.0,5.93,14.07,16.17,116.57,113.44,100.22,0.6,59.9,6.91,10.16,0.56,12.47,23.36,0.23
2023-11-21,Los Angeles Lakers,118.07,43.53,87.43,0.5,11.17,30.5,0.36,19.83,26.23,0.76,9.7,35.8,45.5,26.37,7.13,5.83,14.3,16.13,116.06,113.08,100.33,0.6,60.53,7.04,10.0,0.56,12.67,23.15,0.23
2023-11-22,Los Angeles Lakers,118.83,43.9,87.8,0.5,11.1,30.27,0.36,19.93,26.2,0.76,9.73,36.23,45.97,26.73,7.17,5.87,14.2,16.03,116.49,112.12,100.62,0.6,60.81,7.05,10.07,0.56,12.55,23.31,0.23
2023-11-25,Los Angeles Lakers,118.6,43.93,88.1,0.5,11.03,30.03,0.36,19.7,25.9,0.76,9.77,36.63,46.4,26.8,7.03,5.8,14.03,16.0,116.24,111.62,100.62,0.6,60.92,6.91,9.98,0.56,12.39,23.33,0.22
2023-11-27,Los Angeles Lakers,118.6,44.0,88.23,0.5,11.1,30.27,0.36,19.5,25.6,0.76,9.63,36.73,46.37,27.2,7.0,5.97,14.1,16.03,116.01,111.57,100.82,0.6,61.7,6.86,10.22,0.56,12.44,22.99,0.22
2023-11-29,Los Angeles Lakers,117.7,43.8,88.13,0.5,11.1,30.53,0.36,19.0,25.03,0.76,9.4,36.53,45.93,27.23,6.77,6.0,14.13,16.17,115.26,112.72,100.67,0.59,62.04,6.64,10.32,0.56,12.51,22.39,0.22
2023-11-30,Los Angeles Lakers,118.03,43.8,88.07,0.5,11.2,30.93,0.36,19.23,25.3,0.76,9.17,36.63,45.8,27.23,6.67,6.17,14.0,16.0,115.49,112.52,100.74,0.59,62.04,6.54,10.57,0.56,12.41,21.92,0.22
2023-12-02,Los Angeles Lakers,117.6,43.5,87.77,0.5,11.27,31.3,0.35,19.33,25.37,0.76,8.9,36.5,45.4,27.1,6.53,6.07,13.93,16.1,115.1,113.28,100.7,0.59,62.19,6.41,10.4,0.56,12.39,21.23,0.22
2023-12-05,Los Angeles Lakers,116.7,43.1,87.63,0.49,11.23,31.2,0.35,19.27,25.33,0.76,8.83,36.47,45.3,26.7,6.77,6.03,14.13,16.37,114.05,112.75,100.82,0.59,61.88,6.63,10.41,0.56,12.56,20.86,0.22
2023-12-07,Los Angeles Lakers,115.77,42.63,87.93,0.49,11.23,31.2,0.35,19.27,25.23,0.76,9.17,35.93,45.1,26.3,7.0,5.83,14.27,16.7,113.18,112.62,100.76,0.58,61.68,6.88,10.15,0.55,12.65,21.15,0.22
2023-12-12,Los Angeles Lakers,115.7,42.6,87.6,0.49,11.4,31.23,0.36,19.1,25.03,0.76,9.17,36.43,45.6,26.43,7.0,5.73,14.37,16.53,113.43,111.49,100.84,0.59,62.01,6.89,9.95,0.55,12.77,21.25,0.22
2023-12-13,Los Angeles Lakers,115.37,42.63,87.43,0.49,11.5,31.07,0.36,18.6,24.47,0.76,9.13,36.33,45.47,26.67,6.93,5.63,14.47,16.5,113.62,111.82,100.76,0.59,62.44,6.85,9.83,0.55,12.88,21.43,0.21
2023-12-15,Los Angeles Lakers,115.5,42.77,87.5,0.49,11.57,31.27,0.36,18.4,24.23,0.75,8.97,36.57,45.53,26.8,7.27,5.67,14.53,16.47,113.46,111.34,101.02,0.59,62.55,7.14,9.84,0.56,12.94,21.06,0.21
2023-12-18,Los Angeles Lakers,115.4,42.7,87.5,0.49,11.53,31.5,0.36,18.47,24.37,0.75,8.93,36.57,45.5,26.97,7.3,5.73,14.27,16.4,113.45,111.58,100.94,0.59,63.03,7.18,9.93,0.55,12.72,20.95,0.21
2023-12-20,Los Angeles Lakers,115.0,42.6,87.73,0.49,11.37,31.67,0.35,18.43,24.23,0.76,8.9,36.17,45.07,27.1,7.4,5.63,14.07,16.57,113.12,111.86,100.88,0.59,63.48,7.28,9.81,0.55,12.54,20.79,0.21
2023-12-21,Los Angeles Lakers,114.57,42.5,87.8,0.49,11.17,31.7,0.35,18.4,24.17,0.76,8.83,35.77,44.6,27.17,7.43,5.67,14.0,16.53,112.73,112.44,100.86,0.58,63.77,7.31,9.95,0.55,12.49,20.58,0.21
2023-12-23,Los Angeles Lakers,114.0,42.3,87.33,0.49,10.9,31.0,0.35,18.5,24.27,0.76,8.73,35.5,44.23,26.93,7.5,5.63,14.23,16.83,112.35,112.64,100.71,0.58,63.49,7.38,9.99,0.55,12.71,20.5,0.21
2023-12-25,Los Angeles Lakers,114.03,42.3,87.1,0.49,10.83,30.57,0.35,18.6,24.33,0.76,8.67,35.4,44.07,27.23,7.6,5.63,14.17,16.97,112.65,112.99,100.48,0.58,64.13,7.49,10.07,0.55,12.67,20.49,0.21
2023-12-28,Los Angeles Lakers,114.3,42.37,87.1,0.49,10.93,30.67,0.35,18.63,24.37,0.76,8.67,35.37,44.03,27.27,7.57,5.53,14.17,17.0,112.91,113.22,100.49,0.59,64.12,7.46,9.91,0.55,12.67,20.49,0.21
2023-12-30,Los Angeles Lakers,115.4,42.9,87.53,0.49,11.27,30.7,0.36,18.33,23.87,0.77,8.57,35.47,44.03,27.83,7.47,5.53,14.0,16.93,113.81,113.62,100.64,0.59,64.52,7.35,9.89,0.56,12.52,20.34,0.21
2023-12-31,Los Angeles Lakers,114.7,42.7,87.2,0.49,11.0,30.0,0.36,18.3,23.8,0.77,8.57,35.0,43.57,27.7,7.73,5.53,13.93,16.7,113.7,113.44,100.46,0.59,64.5,7.63,9.97,0.55,12.49,20.38,0.21
2024-01-03,Los Angeles Lakers,114.8,42.6,87.3,0.49,11.07,30.17,0.36,18.53,24.03,0.77,8.6,34.8,43.4,27.63,7.77,5.53,13.83,16.63,113.77,114.28,100.49,0.59,64.5,7.67,10.04,0.55,12.39,20.43,0.21
2024-01-05,Los Angeles Lakers,113.67,42.23,87.07,0.49,10.83,30.1,0.36,18.37,23.63,0.78,8.6,34.77,43.37,27.67,7.53,5.43,14.1,16.3,112.94,114.05,100.6,0.58,65.23,7.46,9.98,0.55,12.63,20.47,0.21
2024-01-07,Los Angeles Lakers,114.07,42.4,87.1,0.49,10.9,30.03,0.36,18.37,23.83,0.77,8.53,34.67,43.2,27.97,7.77,5.2,14.0,16.07,113.26,114.2,100.67,0.59,65.77,7.69,9.76,0.55,12.54,20.26,0.21
2024-01-09,Los Angeles Lakers,114.03,42.33,87.13,0.49,11.0,30.13,0.36,18.37,23.9,0.77,8.63,34.63,43.27,27.8,7.87,5.23,14.07,15.87,113.28,114.08,100.62,0.58,65.47,7.79,9.8,0.55,12.58,20.58,0.21
2024-01-11,Los Angeles Lakers,115.3,42.6,87.0,0.49,11.3,30.5,0.37,18.8,24.3,0.77,8.63,34.8,43.43,28.27,7.83,5.17,14.27,15.8,114.28,113.9,100.84,0.59,66.2,7.74,9.69,0.56,12.74,20.68,0.22
2024-01-13,Los Angeles Lakers,114.87,42.53,86.87,0.49,11.33,30.73,0.36,18.47,24.0,0.77,8.57,34.67,43.23,28.47,7.8,5.07,14.5,15.77,113.81,114.13,100.87,0.59,66.8,7.71,9.53,0.56,12.96,20.58,0.21
2024-01-15,Los Angeles Lakers,115.17,42.7,87.13,0.49,11.63,31.07,0.37,18.13,23.57,0.77,8.57,34.63,43.2,28.57,7.73,5.2,14.6,16.17,113.99,114.72,100.97,0.59,66.78,7.63,9.76,0.56,13.03,20.51,0.21
2024-01-17,Los Angeles Lakers,114.43,42.6,87.23,0.49,11.17,30.7,0.36,18.07,23.37,0.77,8.5,34.37,42.87,28.57,7.83,5.17,14.53,16.13,113.39,114.78,100.86,0.59,66.93,7.74,9.76,0.55,12.98,20.16,0.21
2024-01-19,Los Angeles Lakers,115.0,42.83,87.5,0.49,11.2,30.67,0.36,18.13,23.53,0.77,8.57,34.37,42.93,28.83,7.7,5.0,14.13,16.07,114.12,114.49,100.69,0.59,67.19,7.63,9.45,0.55,12.64,20.32,0.21
2024-01-21,Los Angeles Lakers,115.17,42.83,87.8,0.49,11.2,30.8,0.36,18.3,23.6,0.78,8.53,34.4,42.93,28.97,7.57,4.9,14.0,15.9,114.04,115.42,100.91,0.59,67.52,7.47,9.27,0.55,12.49,20.18,0.21
2024-01-23,Los Angeles Lakers,116.13,43.1,87.9,0.49,11.43,30.93,0.37,18.5,23.6,0.78,8.53,34.5,43.03,29.03,7.43,5.07,13.87,16.07,114.98,115.59,100.93,0.59,67.28,7.33,9.53,0.56,12.38,20.26,0.21
2024-01-25,Los Angeles Lakers,115.63,42.97,88.1,0.49,11.43,31.03,0.37,18.27,23.43,0.78,8.67,34.0,42.67,28.77,7.53,5.17,13.87,16.07,114.58,116.59,100.86,0.59,66.9,7.44,9.66,0.55,12.36,20.48,0.21
2024-01-27,Los Angeles Lakers,116.97,43.43,88.2,0.49,11.73,31.1,0.38,18.37,23.47,0.78,8.53,33.43,41.97,29.07,7.83,5.23,13.9,16.2,115.58,117.19,101.14,0.59,66.88,7.72,9.77,0.56,12.38,20.34,0.21
2024-01-29,Los Angeles Lakers,117.77,43.5,88.57,0.49,11.73,31.1,0.38,19.03,24.2,0.78,8.47,33.87,42.33,29.03,7.83,5.13,13.97,16.4,115.49,117.27,101.19,0.59,66.71,7.67,9.62,0.56,12.34,20.08,0.22
2024-01-30,Los Angeles Lakers,118.6,43.7,88.83,0.49,11.93,31.33,0.38,19.27,24.63,0.78,8.4,34.03,42.43,29.13,8.07,5.2,13.8,16.23,115.86,116.58,101.63,0.6,66.67,7.87,9.66,0.56,12.16,19.86,0.22
2024-02-01,Los Angeles Lakers,118.23,43.8,88.9,0.49,11.93,31.3,0.38,18.7,24.2,0.77,8.37,33.67,42.03,29.13,8.23,4.97,13.87,16.37,115.47,117.53,101.67,0.59,66.54,8.02,9.28,0.56,12.22,19.71,0.21
2024-02-03,Los Angeles Lakers,118.37,43.87,89.33,0.49,12.2,31.4,0.39,18.43,24.0,0.77,8.63,33.77,42.4,29.33,8.4,4.97,13.63,15.97,115.8,116.79,101.5,0.59,66.95,8.21,9.29,0.56,12.0,20.12,0.21
2024-02-05,Los Angeles Lakers,118.57,43.83,89.03,0.49,12.33,31.53,0.39,18.57,24.0,0.77,8.43,33.63,42.07,29.47,8.17,5.1,13.4,15.93,116.39,117.42,101.17,0.6,67.34,7.99,9.45,0.56,11.82,19.82,0.21
2024-02-08,Los Angeles Lakers,119.17,44.23,88.6,0.5,12.3,31.67,0.39,18.4,23.8,0.77,7.97,34.2,42.17,29.87,7.97,5.23,13.63,15.7,116.64,117.58,101.48,0.6,67.64,7.77,9.63,0.57,12.05,19.24,0.21
2024-02-09,Los Angeles Lakers,118.27,44.03,88.7,0.5,12.0,31.33,0.38,18.2,23.57,0.77,7.93,33.57,41.5,29.73,8.17,5.43,13.37,15.5,116.0,118.67,101.26,0.6,67.63,7.99,9.93,0.56,11.83,19.07,0.21
2024-02-13,Los Angeles Lakers,118.73,44.03,88.6,0.5,11.97,31.4,0.38,18.7,24.03,0.78,7.77,33.47,41.23,29.67,8.2,5.47,13.13,15.5,116.29,118.32,101.39,0.6,67.5,8.02,9.92,0.57,11.63,18.55,0.21
2024-02-14,Los Angeles Lakers,118.83,43.83,88.37,0.5,11.97,31.4,0.38,19.2,24.47,0.79,7.83,33.43,41.27,29.7,7.93,5.7,13.13,15.43,116.55,118.22,101.25,0.6,67.87,7.78,10.15,0.56,11.63,18.73,0.22
2024-02-22,Los Angeles Lakers,119.6,44.13,88.43,0.5,12.07,31.23,0.39,19.27,24.33,0.79,7.7,33.37,41.07,29.77,8.03,5.67,13.27,15.37,117.13,117.81,101.39,0.6,67.57,7.87,10.07,0.57,11.75,18.55,0.22
2024-02-23,Los Angeles Lakers,119.63,44.17,88.07,0.5,11.97,31.03,0.38,19.33,24.6,0.78,7.73,33.33,41.07,29.73,7.9,5.87,13.3,15.4,117.27,118.39,101.3,0.6,67.44,7.75,10.35,0.57,11.8,18.73,0.22
2024-02-25,Los Angeles Lakers,120.13,44.4,88.1,0.5,11.93,30.7,0.39,19.4,24.7,0.78,7.8,33.47,41.27,29.77,7.9,5.77,13.27,15.63,117.77,118.21,101.28,0.61,67.2,7.75,10.15,0.57,11.76,19.0,0.22
2024-02-28,Los Angeles Lakers,120.2,44.6,88.33,0.5,12.1,31.07,0.39,18.9,24.17,0.77,7.67,33.47,41.13,30.0,7.93,5.7,13.07,15.5,117.87,118.41,101.26,0.61,67.48,7.79,10.01,0.57,11.61,18.64,0.21
2024-02-29,Los Angeles Lakers,119.77,44.6,88.2,0.51,12.03,31.2,0.38,18.53,23.73,0.77,7.67,33.3,40.97,29.7,7.9,5.63,13.33,15.47,117.47,118.17,101.23,0.61,66.84,7.75,9.89,0.57,11.86,18.72,0.21
2024-03-02,Los Angeles Lakers,120.4,44.93,88.57,0.51,11.87,30.9,0.38,18.67,23.83,0.78,7.47,33.57,41.03,29.9,7.97,5.8,13.3,15.37,117.5,117.73,101.38,0.61,66.87,7.8,10.15,0.57,11.8,18.33,0.21
2024-03-04,Los Angeles Lakers,119.77,44.77,88.3,0.51,11.77,30.87,0.38,18.47,23.73,0.77,7.5,33.17,40.67,29.63,7.77,5.7,13.17,14.97,117.43,118.68,100.92,0.61,66.58,7.63,9.91,0.57,11.71,18.39,0.21
2024-03-06,Los Angeles Lakers,120.1,44.9,88.03,0.51,12.07,31.2,0.39,18.23,23.5,0.76,7.63,33.57,41.2,29.83,7.63,5.8,13.53,14.97,117.87,118.63,100.84,0.61,66.86,7.51,10.01,0.58,12.04,18.89,0.21
2024-03-08,Los Angeles Lakers,120.47,45.0,88.0,0.51,12.23,31.2,0.39,18.23,23.5,0.76,7.6,33.57,41.17,29.8,7.5,5.63,13.57,14.93,118.07,118.48,100.99,0.61,66.62,7.37,9.64,0.58,12.07,18.8,0.21
2024-03-10,Los Angeles Lakers,121.37,45.4,88.23,0.51,12.63,31.33,0.4,17.93,23.33,0.76,7.43,33.33,40.77,29.73,7.47,5.67,13.0,15.0,119.08,119.0,100.88,0.62,65.77,7.34,9.69,0.59,11.6,18.39,0.2
2024-03-13,Los Angeles Lakers,121.6,45.47,88.17,0.52,12.63,31.2,0.4,18.03,23.4,0.76,7.63,33.83,41.47,29.83,7.33,5.7,13.23,14.93,119.31,118.42,100.87,0.62,65.91,7.21,9.68,0.59,11.78,18.95,0.21
2024-03-16,Los Angeles Lakers,121.63,45.33,88.03,0.52,12.73,31.3,0.41,18.23,23.6,0.76,7.6,33.8,41.4,29.9,7.3,5.57,13.07,14.97,119.44,119.1,100.79,0.62,66.27,7.18,9.46,0.59,11.65,18.74,0.21
2024-03-18,Los Angeles Lakers,121.27,45.43,88.4,0.51,12.6,31.23,0.4,17.8,23.0,0.76,7.7,33.7,41.4,29.83,7.2,5.57,12.9,14.87,119.42,119.36,100.52,0.62,65.97,7.09,9.44,0.59,11.51,18.97,0.2
2024-03-22,Los Angeles Lakers,122.17,45.83,88.73,0.52,12.67,31.3,0.4,17.83,22.83,0.77,7.6,34.17,41.77,30.03,7.13,5.57,12.6,14.73,120.28,118.59,100.55,0.62,65.72,7.02,9.43,0.59,11.23,18.78,0.2
2024-03-24,Los Angeles Lakers,121.37,45.37,88.1,0.51,12.63,31.37,0.4,18.0,23.13,0.77,7.73,34.5,42.23,29.77,6.97,5.53,12.9,14.5,119.76,117.62,100.29,0.62,65.84,6.87,9.35,0.59,11.53,19.19,0.21
2024-03-26,Los Angeles Lakers,122.63,45.57,88.27,0.52,12.77,31.4,0.41,18.73,23.97,0.77,7.73,34.4,42.13,29.7,6.93,5.47,12.67,14.57,120.46,118.41,100.72,0.62,65.43,6.81,9.04,0.59,11.29,19.13,0.21
2024-03-27,Los Angeles Lakers,122.67,45.33,88.83,0.51,12.83,31.93,0.4,19.17,24.23,0.78,7.93,35.0,42.93,29.6,6.8,5.7,12.87,14.5,119.78,118.18,100.71,0.62,65.57,6.66,9.37,0.58,11.37,19.22,0.22
2024-03-29,Los Angeles Lakers,123.47,45.5,88.53,0.51,13.03,31.93,0.41,19.43,24.6,0.77,7.73,35.17,42.9,29.6,6.73,5.73,12.93,14.77,120.41,117.84,100.83,0.62,65.28,6.58,9.4,0.59,11.44,18.89,0.22
2024-03-31,Los Angeles Lakers,122.0,45.1,88.53,0.51,12.77,31.83,0.4,19.03,24.23,0.77,7.73,35.27,43.0,29.47,6.53,5.63,13.0,14.63,119.01,117.88,100.76,0.62,65.58,6.39,9.25,0.58,11.51,18.6,0.22
2024-04-02,Los Angeles Lakers,122.0,45.0,88.03,0.51,12.9,32.1,0.4,19.1,24.23,0.77,7.5,35.8,43.3,29.37,6.5,5.57,13.17,14.63,119.0,117.11,100.78,0.62,65.48,6.35,9.17,0.59,11.71,18.16,0.22
2024-04-03,Los Angeles Lakers,121.57,44.97,88.5,0.51,12.83,32.43,0.4,18.8,23.97,0.77,7.77,36.1,43.87,29.47,6.37,5.7,13.2,14.5,118.4,116.27,100.93,0.61,65.72,6.22,9.38,0.58,11.69,18.55,0.21
2024-04-06,Los Angeles Lakers,120.9,44.87,88.17,0.51,12.8,32.47,0.39,18.37,23.5,0.76,7.9,35.77,43.67,29.07,6.4,5.67,13.1,14.13,118.55,116.29,100.93,0.61,65.0,6.3,9.38,0.58,11.69,18.87,0.21
2024-04-07,Los Angeles Lakers,120.8,44.87,87.8,0.51,12.9,32.53,0.4,18.17,23.17,0.77,7.97,35.87,43.83,29.2,6.43,5.83,13.37,14.1,118.75,115.37,100.66,0.62,65.3,6.36,9.72,0.59,11.96,19.15,0.21
2024-04-09,Los Angeles Lakers,120.63,44.57,87.6,0.51,12.87,32.47,0.4,18.63,23.4,0.78,8.07,35.9,43.97,29.17,6.37,5.8,13.4,14.03,118.73,115.17,100.54,0.62,65.66,6.31,9.67,0.58,12.0,19.36,0.21
2024-04-12,Los Angeles Lakers,120.83,44.77,87.67,0.51,12.63,32.43,0.39,18.67,23.33,0.78,7.9,35.67,43.57,29.2,6.27,5.83,13.43,14.23,118.77,115.99,100.67,0.62,65.38,6.19,9.79,0.58,12.02,19.14,0.22
2024-04-14,Los Angeles Lakers,121.17,44.87,87.7,0.51,12.67,32.63,0.39,18.77,23.57,0.78,8.13,35.47,43.6,29.1,6.3,5.67,13.9,14.27,118.76,116.17,100.95,0.62,64.97,6.21,9.59,0.59,12.4,19.79,0.22
2014-10-29,Memphis Grizzlies,105.0,43.0,82.0,0.52,4.0,15.0,0.27,15.0,20.0,0.75,10.0,23.0,33.0,21.0,10.0,5.0,17.0,21.0,109.7,105.5,95.7,0.58,48.8,10.4,6.8,0.55,15.8,26.3,0.18
2014-10-31,Memphis Grizzlies,105.0,43.0,82.0,0.52,4.0,15.0,0.27,15.0,20.0,0.75,10.0,23.0,33.0,21.0,10.0,5.0,17.0,21.0,109.7,105.5,95.7,0.58,48.8,10.4,6.8,0.55,15.8,26.3,0.18
2014-11-01,Memphis Grizzlies,101.0,39.0,80.5,0.48,5.5,17.0,0.32,17.5,23.5,0.75,10.5,26.0,36.5,20.5,10.5,3.5,13.0,21.0,110.55,103.85,91.4,0.56,52.95,11.5,5.3,0.52,12.4,25.1,0.22
2014-11-03,Memphis Grizzlies,91.0,35.67,80.33,0.44,4.67,15.0,0.3,15.0,20.0,0.75,10.0,29.33,39.33,19.0,9.67,2.33,15.0,21.33,99.0,93.8,92.13,0.51,53.7,10.5,3.53,0.47,14.3,23.0,0.19
2014-11-05,Memphis Grizzlies,91.5,34.5,79.25,0.43,4.5,14.75,0.3,18.0,24.25,0.75,9.75,32.75,42.5,19.0,8.5,3.25,14.0,22.0,99.18,92.05,92.42,0.51,55.6,9.22,5.07,0.46,13.4,22.38,0.23
